asset_id,ticker,date,Open,High,Low,Close,Volume,return_3m,return_6m,momentum_score,returns,volatility,low_vol_score
EMB_2007-12-19,EMB,2007-12-19,101.04000091552734,101.22000122070312,101.04000091552734,101.22000122070312,47900.0,,,,,,
EMB_2007-12-20,EMB,2007-12-20,101.30999755859376,101.30999755859376,101.26000213623048,101.26000213623048,1500.0,,,,0.0003951878585748,,
EMB_2007-12-21,EMB,2007-12-21,101.5,101.54000091552734,101.02999877929688,101.1500015258789,23500.0,,,,-0.0010863184676175,,
EMB_2007-12-24,EMB,2007-12-24,101.33000183105467,101.33000183105467,101.33000183105467,101.33000183105467,100.0,,,,0.0017795383337657,,
EMB_2007-12-26,EMB,2007-12-26,101.29000091552734,101.41000366210938,101.29000091552734,101.41000366210938,400.0,,,,0.0007895177105403,,
EMB_2007-12-27,EMB,2007-12-27,101.25,101.25,101.0999984741211,101.16999816894533,1300.0,,,,-0.0023666845922195,,
EMB_2007-12-28,EMB,2007-12-28,101.1999969482422,101.20999908447266,101.16999816894533,101.20999908447266,2900.0,,,,0.000395383179315,,
EMB_2007-12-31,EMB,2007-12-31,101.37000274658205,101.4000015258789,101.3499984741211,101.3499984741211,1600.0,,,,0.0013832565054328,,
EMB_2008-01-02,EMB,2008-01-02,101.1500015258789,101.52999877929688,101.1500015258789,101.48999786376952,7600.0,,,,0.0013813457499376,,
EMB_2008-01-03,EMB,2008-01-03,101.7699966430664,101.7699966430664,101.66999816894533,101.66999816894533,2300.0,,,,0.0017735767953943,,
EMB_2008-01-04,EMB,2008-01-04,101.73999786376952,101.73999786376952,101.66000366210938,101.72000122070312,1800.0,,,,0.0004918171796828,,
EMB_2008-01-07,EMB,2008-01-07,101.86000061035156,101.9499969482422,101.69000244140624,101.9499969482422,11000.0,,,,0.0022610668971587,,
EMB_2008-01-08,EMB,2008-01-08,102.2300033569336,102.2300033569336,101.23999786376952,102.1999969482422,45700.0,,,,0.002452182515777,,
EMB_2008-01-09,EMB,2008-01-09,102.22000122070312,102.22000122070312,102.12000274658205,102.12000274658205,1400.0,,,,-0.0007827221531196,,
EMB_2008-01-10,EMB,2008-01-10,102.08999633789062,102.20999908447266,102.08999633789062,102.20999908447266,300.0,,,,0.0008812802141608,,
EMB_2008-01-11,EMB,2008-01-11,102.0199966430664,102.06999969482422,101.83999633789062,101.83999633789062,1800.0,,,,-0.0036200249476202,,
EMB_2008-01-14,EMB,2008-01-14,102.0999984741211,102.19000244140624,102.0999984741211,102.19000244140624,13100.0,,,,0.0034368236066539,,
EMB_2008-01-15,EMB,2008-01-15,102.26000213623048,102.36000061035156,102.26000213623048,102.36000061035156,104100.0,,,,0.0016635499059001,,
EMB_2008-01-16,EMB,2008-01-16,102.33999633789062,102.5,102.11000061035156,102.5,3100.0,,,,0.0013677157953657,,
EMB_2008-01-17,EMB,2008-01-17,102.4800033569336,102.4800033569336,102.3000030517578,102.41000366210938,45700.0,,,,-0.0008780130525914,,
EMB_2008-01-18,EMB,2008-01-18,102.05999755859376,102.4800033569336,102.0500030517578,102.47000122070312,4300.0,,,,0.0005858564246488,,
EMB_2008-01-22,EMB,2008-01-22,102.0,102.01000213623048,101.5500030517578,101.9800033569336,6000.0,,,,-0.0047818664773328,,
EMB_2008-01-23,EMB,2008-01-23,102.04000091552734,102.25,101.9000015258789,102.0,12000.0,,,,0.000196083961641,,
EMB_2008-01-24,EMB,2008-01-24,102.2699966430664,102.2699966430664,101.76000213623048,102.0199966430664,26900.0,,,,0.0001960455202589,,
EMB_2008-01-25,EMB,2008-01-25,102.05999755859376,102.25,102.05999755859376,102.18000030517578,1400.0,,,,0.001568355884868,,
EMB_2008-01-28,EMB,2008-01-28,102.11000061035156,102.13999938964844,102.11000061035156,102.13999938964844,2000.0,,,,-0.0003914749990984,,
EMB_2008-01-29,EMB,2008-01-29,102.22000122070312,102.22000122070312,101.97000122070312,101.97000122070312,1200.0,,,,-0.0016643643035163,,
EMB_2008-01-30,EMB,2008-01-30,101.88999938964844,102.27999877929688,101.88999938964844,102.27999877929688,2400.0,,,,0.0030400858574355,,
EMB_2008-01-31,EMB,2008-01-31,102.3000030517578,102.33000183105467,102.1500015258789,102.30999755859376,600.0,,,,0.0002933005441427,,
EMB_2008-02-01,EMB,2008-02-01,102.27999877929688,102.27999877929688,101.55999755859376,101.83999633789062,7300.0,,,,-0.0045938933820613,,
EMB_2008-02-04,EMB,2008-02-04,101.87999725341795,101.87999725341795,101.87999725341795,101.87999725341795,1100.0,,,,0.0003927819812032,,
EMB_2008-02-05,EMB,2008-02-05,101.94000244140624,101.94000244140624,101.5,101.6500015258789,11600.0,,,,-0.0022575160359197,,
EMB_2008-02-06,EMB,2008-02-06,101.6500015258789,101.69000244140624,101.6500015258789,101.69000244140624,1900.0,,,,0.000393516133073,,
EMB_2008-02-07,EMB,2008-02-07,101.51000213623048,101.51000213623048,101.02999877929688,101.33000183105467,11200.0,,,,-0.003540177025357,,
EMB_2008-02-08,EMB,2008-02-08,100.81999969482422,100.94000244140624,100.6999969482422,100.94000244140624,7300.0,,,,-0.0038488047231921,,
EMB_2008-02-11,EMB,2008-02-11,101.01000213623048,101.01000213623048,100.73999786376952,100.88999938964844,4300.0,,,,-0.0004953739899781,,
EMB_2008-02-12,EMB,2008-02-12,100.83999633789062,100.91999816894533,100.66000366210938,100.91999816894533,3300.0,,,,0.0002973414558269,,
EMB_2008-02-13,EMB,2008-02-13,100.87999725341795,101.11000061035156,100.87999725341795,101.11000061035156,3200.0,,,,0.0018827035756399,,
EMB_2008-02-14,EMB,2008-02-14,101.13999938964844,101.13999938964844,101.0199966430664,101.0999984741211,3500.0,,,,-9.89233129273792e-05,,
EMB_2008-02-15,EMB,2008-02-15,101.04000091552734,101.29000091552734,101.04000091552734,101.29000091552734,900.0,,,,0.0018793515754096,,
EMB_2008-02-19,EMB,2008-02-19,100.81999969482422,100.81999969482422,100.52999877929688,100.52999877929688,2200.0,,,,-0.0075032296313659,,
EMB_2008-02-20,EMB,2008-02-20,100.52999877929688,100.52999877929688,100.52999877929688,100.52999877929688,0.0,,,,0.0,,
EMB_2008-02-21,EMB,2008-02-21,100.62999725341795,100.62999725341795,100.3000030517578,100.41999816894533,1600.0,,,,-0.0010942068207226,,
EMB_2008-02-22,EMB,2008-02-22,100.79000091552734,100.79000091552734,100.79000091552734,100.79000091552734,1700.0,,,,0.003684552413151,,
EMB_2008-02-25,EMB,2008-02-25,100.86000061035156,100.91999816894533,100.86000061035156,100.91999816894533,2100.0,,,,0.0012897832348164,,
EMB_2008-02-26,EMB,2008-02-26,100.8499984741211,101.0199966430664,100.8499984741211,101.01000213623048,1100.0,,,,0.0008918348089392,,
EMB_2008-02-27,EMB,2008-02-27,101.16000366210938,101.26000213623048,101.16000366210938,101.20999908447266,20600.0,,,,0.0019799717256954,,
EMB_2008-02-28,EMB,2008-02-28,101.11000061035156,101.12000274658205,101.11000061035156,101.12000274658205,217400.0,,,,-0.000889204018424,,
EMB_2008-02-29,EMB,2008-02-29,101.38999938964844,101.43000030517578,101.2699966430664,101.41999816894533,3000.0,,,,0.0029667268019673,,
EMB_2008-03-03,EMB,2008-03-03,101.05999755859376,101.05999755859376,100.7300033569336,101.01000213623048,3500.0,,,,-0.0040425561044861,,
EMB_2008-03-04,EMB,2008-03-04,100.76000213623048,101.01000213623048,100.68000030517578,100.87999725341795,4100.0,,,,-0.0012870495996741,,
EMB_2008-03-05,EMB,2008-03-05,100.98999786376952,101.0199966430664,100.9000015258789,101.0199966430664,3400.0,,,,0.0013877814577727,,
EMB_2008-03-06,EMB,2008-03-06,101.02999877929688,101.02999877929688,100.87000274658205,100.87000274658205,900.0,,,,-0.001484794114717,,
EMB_2008-03-07,EMB,2008-03-07,100.8000030517578,100.8000030517578,100.6999969482422,100.7699966430664,3600.0,,,,-0.0009914355189112,,
EMB_2008-03-10,EMB,2008-03-10,100.8000030517578,100.8000030517578,100.77999877929688,100.77999877929688,1300.0,,,,9.9257086073834e-05,,
EMB_2008-03-11,EMB,2008-03-11,100.69000244140624,100.69000244140624,100.5500030517578,100.69000244140624,1500.0,,,,-0.0008929980053653,,
