asset_id,ticker,date,Open,High,Low,Close,Volume,return_3m,return_6m,momentum_score,returns,volatility,low_vol_score
JNK_2007-12-04,JNK,2007-12-04,142.8000030517578,143.6699981689453,142.8000030517578,143.6699981689453,633.0,,,,,,
JNK_2007-12-05,JNK,2007-12-05,143.6999969482422,143.6999969482422,143.6999969482422,143.6999969482422,2000.0,,,,0.0002088033665985,,
JNK_2007-12-06,JNK,2007-12-06,143.22000122070312,143.33999633789062,143.22000122070312,143.33999633789062,1033.0,,,,-0.0025052235072853,,
JNK_2007-12-07,JNK,2007-12-07,143.39999389648438,143.42999267578125,143.39999389648438,143.42999267578125,4267.0,,,,0.0006278522407554,,
JNK_2007-12-10,JNK,2007-12-10,143.75999450683594,144.1199951171875,143.75999450683594,144.1199951171875,2567.0,,,,0.0048107263239285,,
JNK_2007-12-11,JNK,2007-12-11,144.69000244140625,144.69000244140625,144.0,144.0,2133.0,,,,-0.0008326056151328,,
JNK_2007-12-12,JNK,2007-12-12,144.27000427246094,144.38999938964844,143.63999938964844,143.63999938964844,3500.0,,,,-0.0025000042385525,,
JNK_2007-12-13,JNK,2007-12-13,144.05999755859375,144.05999755859375,143.6699981689453,143.6699981689453,1967.0,,,,0.0002088469745498,,
JNK_2007-12-14,JNK,2007-12-14,144.14999389648438,144.14999389648438,143.6699981689453,143.6699981689453,1000.0,,,,0.0,,
JNK_2007-12-17,JNK,2007-12-17,144.2100067138672,144.2100067138672,143.63999938964844,143.7899932861328,300.0,,,,0.000835213466394,,
JNK_2007-12-18,JNK,2007-12-18,144.36000061035156,144.36000061035156,144.17999267578125,144.17999267578125,67.0,,,,0.0027122846363332,,
JNK_2007-12-19,JNK,2007-12-19,143.5800018310547,144.08999633789062,143.5800018310547,144.08999633789062,333.0,,,,-0.0006241943574861,,
JNK_2007-12-20,JNK,2007-12-20,144.4199981689453,144.4199981689453,143.8800048828125,144.02999877929688,600.0,,,,-0.0004163894796211,,
JNK_2007-12-21,JNK,2007-12-21,144.3300018310547,144.3300018310547,143.7899932861328,143.7899932861328,500.0,,,,-0.0016663576699172,,
JNK_2007-12-24,JNK,2007-12-24,143.8800048828125,143.8800048828125,143.61000061035156,143.61000061035156,1467.0,,,,-0.0012517747005041,,
JNK_2007-12-26,JNK,2007-12-26,143.6999969482422,143.6999969482422,143.3699951171875,143.5500030517578,733.0,,,,-0.0004177812014397,,
JNK_2007-12-27,JNK,2007-12-27,143.5500030517578,143.5500030517578,143.5500030517578,143.5500030517578,0.0,,,,0.0,,
JNK_2007-12-28,JNK,2007-12-28,143.75999450683594,143.75999450683594,143.0399932861328,143.6699981689453,2400.0,,,,0.000835911631045,,
JNK_2007-12-31,JNK,2007-12-31,143.94000244140625,143.94000244140625,143.39999389648438,143.61000061035156,1267.0,,,,-0.000417606733197,,
JNK_2008-01-02,JNK,2008-01-02,143.94000244140625,143.97000122070312,143.91000366210938,143.91000366210938,767.0,,,,0.0020890122587757,,
JNK_2008-01-03,JNK,2008-01-03,144.05999755859375,144.05999755859375,142.64999389648438,142.64999389648438,1433.0,,,,-0.0087555398065545,,
JNK_2008-01-04,JNK,2008-01-04,143.19000244140625,143.19000244140625,140.49000549316406,141.3000030517578,6700.0,,,,-0.0094636586224196,,
JNK_2008-01-07,JNK,2008-01-07,142.41000366210938,142.41000366210938,141.24000549316406,142.11000061035156,1133.0,,,,0.0057324666744491,,
JNK_2008-01-08,JNK,2008-01-08,142.8000030517578,142.8000030517578,141.0,142.47000122070312,1433.0,,,,0.0025332531757469,,
JNK_2008-01-09,JNK,2008-01-09,141.69000244140625,142.58999633789062,141.08999633789062,141.08999633789062,1400.0,,,,-0.0096862839263593,,
JNK_2008-01-10,JNK,2008-01-10,141.3000030517578,141.3000030517578,138.0,140.30999755859375,12700.0,,,,-0.0055283776280558,,
JNK_2008-01-11,JNK,2008-01-11,140.5500030517578,140.72999572753906,138.77999877929688,139.74000549316406,1667.0,,,,-0.0040623767040667,,
JNK_2008-01-14,JNK,2008-01-14,140.5800018310547,140.5800018310547,139.67999267578125,139.8000030517578,567.0,,,,0.0004293513398829,,
JNK_2008-01-15,JNK,2008-01-15,139.44000244140625,139.44000244140625,139.13999938964844,139.13999938964844,467.0,,,,-0.0047210561352063,,
JNK_2008-01-16,JNK,2008-01-16,140.3699951171875,140.3699951171875,139.88999938964844,139.88999938964844,1767.0,,,,0.0053902544436534,,
JNK_2008-01-17,JNK,2008-01-17,138.8699951171875,138.8699951171875,136.8000030517578,137.6999969482422,1133.0,,,,-0.0156551751444807,,
JNK_2008-01-18,JNK,2008-01-18,138.5399932861328,138.5399932861328,137.7899932861328,137.7899932861328,600.0,,,,0.000653568190887,,
JNK_2008-01-22,JNK,2008-01-22,138.0,138.0,136.47000122070312,137.97000122070312,2600.0,,,,0.0013063933764516,,
JNK_2008-01-23,JNK,2008-01-23,137.91000366210938,138.02999877929688,136.55999755859375,137.94000244140625,1400.0,,,,-0.000217429724081,,
JNK_2008-01-24,JNK,2008-01-24,137.97000122070312,138.4499969482422,137.63999938964844,137.63999938964844,1533.0,,,,-0.0021748807195015,,
JNK_2008-01-25,JNK,2008-01-25,138.92999267578125,138.92999267578125,132.92999267578125,136.11000061035156,8533.0,,,,-0.0111159458448235,,
JNK_2008-01-28,JNK,2008-01-28,137.1300048828125,137.25,136.1999969482422,137.22000122070312,13067.0,,,,0.0081551730613036,,
JNK_2008-01-29,JNK,2008-01-29,137.5500030517578,137.6999969482422,136.9199981689453,137.39999389648438,23200.0,,,,0.0013117087463929,,
JNK_2008-01-30,JNK,2008-01-30,139.1999969482422,141.0,139.02000427246094,139.8000030517578,489567.0,,,,0.0174673163164882,,
JNK_2008-01-31,JNK,2008-01-31,139.5,140.39999389648438,138.75,140.25,12500.0,,,,0.0032188622204505,,
JNK_2008-02-01,JNK,2008-02-01,140.72999572753906,143.8800048828125,140.07000732421875,140.07000732421875,24100.0,,,,-0.0012833702372995,,
JNK_2008-02-04,JNK,2008-02-04,140.94000244140625,140.94000244140625,137.85000610351562,138.0,13733.0,,,,-0.0147783766400991,,
JNK_2008-02-05,JNK,2008-02-05,137.94000244140625,137.97000122070312,136.8000030517578,137.61000061035156,8000.0,,,,-0.0028260825336843,,
JNK_2008-02-06,JNK,2008-02-06,138.57000732421875,138.57000732421875,136.5,137.25,7167.0,,,,-0.002616093370793,,
JNK_2008-02-07,JNK,2008-02-07,135.75,136.9499969482422,135.75,136.32000732421875,43400.0,,,,-0.006775902920082,,
JNK_2008-02-08,JNK,2008-02-08,136.41000366210938,136.41000366210938,135.83999633789062,136.13999938964844,16033.0,,,,-0.0013204806697389,,
JNK_2008-02-11,JNK,2008-02-11,135.57000732421875,135.69000244140625,135.47999572753906,135.69000244140625,5400.0,,,,-0.0033053984887589,,
JNK_2008-02-12,JNK,2008-02-12,135.27000427246094,136.0500030517578,135.14999389648438,136.0500030517578,4533.0,,,,0.0026531107957421,,
JNK_2008-02-13,JNK,2008-02-13,135.17999267578125,136.1999969482422,135.17999267578125,135.89999389648438,6900.0,,,,-0.0011026031011287,,
JNK_2008-02-14,JNK,2008-02-14,137.3699951171875,137.3699951171875,135.02999877929688,136.0500030517578,7300.0,,,,0.0011038201766786,,
JNK_2008-02-15,JNK,2008-02-15,135.17999267578125,135.4499969482422,134.6999969482422,135.4499969482422,16967.0,,,,-0.0044101880930305,,
JNK_2008-02-19,JNK,2008-02-19,136.5,136.5,135.0,136.11000061035156,21967.0,,,,0.0048726738795097,,
JNK_2008-02-20,JNK,2008-02-20,136.1699981689453,136.1699981689453,135.3300018310547,135.89999389648438,8600.0,,,,-0.001542919057567,,
JNK_2008-02-21,JNK,2008-02-21,135.24000549316406,135.89999389648438,135.14999389648438,135.47999572753906,4833.0,,,,-0.0030904943915246,,
JNK_2008-02-22,JNK,2008-02-22,135.4499969482422,135.57000732421875,135.24000549316406,135.57000732421875,472800.0,,,,0.0006643903123579,,
JNK_2008-02-25,JNK,2008-02-25,135.27000427246094,136.1999969482422,134.10000610351562,135.3000030517578,20733.0,,,,-0.0019916224671672,,
JNK_2008-02-26,JNK,2008-02-26,136.44000244140625,136.44000244140625,135.0,135.57000732421875,7967.0,,,,0.0019955969428739,,
JNK_2008-02-27,JNK,2008-02-27,136.32000732421875,136.32000732421875,134.97000122070312,135.14999389648438,8900.0,,,,-0.0030981294168547,,
JNK_2008-02-28,JNK,2008-02-28,135.0,135.4499969482422,134.63999938964844,135.1199951171875,15667.0,,,,-0.0002219665605005,,
JNK_2008-02-29,JNK,2008-02-29,134.8800048828125,136.47000122070312,133.1999969482422,134.5500030517578,11900.0,,,,-0.0042184138989594,,
JNK_2008-03-03,JNK,2008-03-03,136.32000732421875,138.72000122070312,133.44000244140625,134.3699951171875,25567.0,,,,-0.0013378515829618,,
JNK_2008-03-04,JNK,2008-03-04,135.08999633789062,135.17999267578125,133.1999969482422,133.9499969482422,9600.0,,,,-0.0031256841870018,,
JNK_2008-03-05,JNK,2008-03-05,134.85000610351562,134.85000610351562,132.75,134.1300048828125,7033.0,,,,0.0013438442603315,,
JNK_2008-03-06,JNK,2008-03-06,134.0399932861328,134.10000610351562,133.5,134.07000732421875,7767.0,-0.0668197324916625,,,-0.0004473090017864,0.0049930618504818,-0.0049930618504818
JNK_2008-03-07,JNK,2008-03-07,133.35000610351562,133.77000427246094,133.35000610351562,133.67999267578125,6933.0,-0.0697286324652458,,,-0.0029090372725522,0.0049954837583235,-0.0049954837583235
JNK_2008-03-10,JNK,2008-03-10,134.07000732421875,134.07000732421875,132.9600067138672,133.35000610351562,11500.0,-0.0696943664685599,,,-0.0024684813760122,0.0049953232715126,-0.0049953232715126
JNK_2008-03-11,JNK,2008-03-11,133.35000610351562,133.77000427246094,133.2899932861328,133.5,12867.0,-0.069232330634135,,,0.0011248135704466,0.0049985412881351,-0.0049985412881351
JNK_2008-03-12,JNK,2008-03-12,133.5,133.5,132.75,132.89999389648438,8967.0,-0.0778518012825345,,,-0.00449442774169,0.0049576033522319,-0.0049576033522319
JNK_2008-03-13,JNK,2008-03-13,132.57000732421875,132.57000732421875,131.49000549316406,132.0,4800.0,-0.0833333333333333,,,-0.0067719634147265,0.0050053254891416,-0.0050053254891416
