asset_id,ticker,date,Open,High,Low,Close,Volume,return_3m,return_6m,momentum_score,returns,volatility,low_vol_score
TLT_2002-07-30,TLT,2002-07-30,81.75,81.9000015258789,81.5199966430664,81.5199966430664,6100.0,,,,,,
TLT_2002-07-31,TLT,2002-07-31,81.94999694824219,82.80000305175781,81.9000015258789,82.52999877929688,29400.0,,,,0.0123896243599315,,
TLT_2002-08-01,TLT,2002-08-01,82.54000091552734,83.0199966430664,82.54000091552734,83.0,25000.0,,,,0.0056949136999264,,
TLT_2002-08-02,TLT,2002-08-02,83.16000366210938,84.0999984741211,82.87999725341797,83.8499984741211,52800.0,,,,0.0102409454713385,,
TLT_2002-08-05,TLT,2002-08-05,84.04000091552734,84.44000244140625,83.8499984741211,84.22000122070312,61100.0,,,,0.0044126744581423,,
TLT_2002-08-06,TLT,2002-08-06,83.87000274658203,83.9000015258789,83.22000122070312,83.5,64900.0,,,,-0.0085490526035059,,
TLT_2002-08-07,TLT,2002-08-07,83.5999984741211,84.13999938964844,83.36000061035156,83.69999694824219,40300.0,,,,0.0023951730328406,,
TLT_2002-08-08,TLT,2002-08-08,83.58000183105469,83.7699966430664,83.36000061035156,83.69999694824219,40900.0,,,,0.0,,
TLT_2002-08-09,TLT,2002-08-09,84.0,84.87999725341797,84.0,84.87999725341797,35900.0,,,,0.0140979730967667,,
TLT_2002-08-12,TLT,2002-08-12,85.30000305175781,86.69999694824219,85.13999938964844,85.4000015258789,32100.0,,,,0.0061263464807663,,
TLT_2002-08-13,TLT,2002-08-13,85.77999877929688,86.47000122070312,85.37000274658203,86.44999694824219,75400.0,,,,0.0122950281452289,,
TLT_2002-08-14,TLT,2002-08-14,87.45999908447266,87.9000015258789,86.75,86.77999877929688,130000.0,,,,0.0038172567114405,,
TLT_2002-08-15,TLT,2002-08-15,86.37999725341797,86.5,85.8499984741211,86.0199966430664,87100.0,,,,-0.0087578030297436,,
TLT_2002-08-16,TLT,2002-08-16,86.44000244140625,86.5199966430664,84.81999969482422,85.05999755859375,85000.0,,,,-0.0111601850957527,,
TLT_2002-08-19,TLT,2002-08-19,85.05000305175781,85.33999633789062,84.70999908447266,85.31999969482422,47300.0,,,,0.0030566910850351,,
TLT_2002-08-20,TLT,2002-08-20,85.62000274658203,86.29000091552734,85.5999984741211,86.2699966430664,40800.0,,,,0.0111345165452434,,
TLT_2002-08-21,TLT,2002-08-21,85.68000030517578,86.0999984741211,85.62999725341797,85.80999755859375,40000.0,,,,-0.0053320865001984,,
TLT_2002-08-22,TLT,2002-08-22,85.55000305175781,85.55000305175781,85.05999755859375,85.05999755859375,34400.0,,,,-0.0087402403139317,,
TLT_2002-08-23,TLT,2002-08-23,85.19999694824219,85.94999694824219,85.19999694824219,85.9000015258789,20100.0,,,,0.0098754290077014,,
TLT_2002-08-26,TLT,2002-08-26,85.69999694824219,86.20999908447266,85.66999816894531,85.9800033569336,23900.0,,,,0.0009313367826959,,
TLT_2002-08-27,TLT,2002-08-27,85.4000015258789,85.68000030517578,85.19999694824219,85.44000244140625,301800.0,,,,-0.0062805407588274,,
TLT_2002-08-28,TLT,2002-08-28,86.04000091552734,86.18000030517578,85.83999633789062,85.87000274658203,18100.0,,,,0.0050327749635854,,
TLT_2002-08-29,TLT,2002-08-29,86.76000213623047,86.86000061035156,86.3499984741211,86.55999755859375,135700.0,,,,0.0080353416786072,,
TLT_2002-08-30,TLT,2002-08-30,86.75,87.12999725341797,86.44999694824219,87.08000183105469,78100.0,,,,0.0060074432431556,,
TLT_2002-09-03,TLT,2002-09-03,87.08000183105469,88.04000091552734,87.0,88.04000091552734,102100.0,,,,0.0110243346840432,,
TLT_2002-09-04,TLT,2002-09-04,88.02999877929688,88.30000305175781,87.83999633789062,88.0199966430664,66300.0,,,,-0.0002272179946946,,
TLT_2002-09-05,TLT,2002-09-05,88.56999969482422,88.6500015258789,87.37999725341797,88.5,648400.0,,,,0.005453344413089,,
TLT_2002-09-06,TLT,2002-09-06,87.97000122070312,88.19000244140625,87.19999694824219,87.45999908447266,140000.0,,,,-0.0117514227743202,,
TLT_2002-09-09,TLT,2002-09-09,87.5,87.83000183105469,87.26000213623047,87.33000183105469,83800.0,,,,-0.0014863623917079,,
TLT_2002-09-10,TLT,2002-09-10,87.16999816894531,88.0,87.0,87.75,336000.0,,,,0.0048093228001737,,
TLT_2002-09-11,TLT,2002-09-11,87.0,87.30000305175781,86.75,87.29000091552734,177700.0,,,,-0.0052421548088051,,
TLT_2002-09-12,TLT,2002-09-12,87.4800033569336,88.13999938964844,87.47000122070312,87.97000122070312,43400.0,,,,0.0077901282855277,,
TLT_2002-09-13,TLT,2002-09-13,88.33000183105469,88.94000244140625,88.18000030517578,88.77999877929688,155100.0,,,,0.0092076565573937,,
